,Name,Right arm Fast,Right arm Medium,Left arm Fast,Left arm Medium,Right arm off-spinner,Right arm Legbreak,Left arm Orthodox,Left arm Chinaman,Hitting Score,Anchoring Score
537,P Nissanka,"[171, 224, 5]","[2, 9, 0]","[20, 30, 1]","[0, 0, 0]","[47, 46, 1]","[41, 34, 0]","[49, 57, 2]","[0, 0, 0]",To be calculated,To be calculated
538,P Sarraf,"[1, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 6, 1]","[15, 15, 1]","[7, 6, 0]","[0, 0, 0]",To be calculated,To be calculated
539,PA Hitchcock,"[11, 15, 2]","[0, 0, 0]","[3, 6, 0]","[0, 0, 0]","[1, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
540,PA Jaques,"[101, 126, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
541,PA Nixon,"[134, 140, 9]","[8, 11, 0]","[6, 16, 1]","[0, 0, 0]","[20, 19, 0]","[0, 0, 0]","[17, 26, 0]","[2, 10, 1]",To be calculated,To be calculated
542,PA Patel,"[325, 417, 10]","[53, 66, 1]","[12, 11, 1]","[0, 0, 0]","[15, 18, 2]","[0, 0, 0]","[20, 26, 0]","[1, 3, 1]",To be calculated,To be calculated
543,PARP Perera,"[5, 11, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4, 6, 0]","[7, 15, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
544,PC de Silva,"[38, 38, 1]","[0, 0, 0]","[7, 5, 0]","[0, 0, 0]","[3, 13, 2]","[0, 0, 0]","[24, 26, 0]","[0, 0, 0]",To be calculated,To be calculated
545,PD Collingwood,"[1211, 1597, 42]","[244, 299, 6]","[191, 254, 7]","[0, 0, 0]","[416, 602, 14]","[40, 79, 1]","[223, 327, 5]","[59, 82, 1]",To be calculated,To be calculated
546,PD McGlashan,"[28, 19, 0]","[0, 0, 0]","[17, 13, 1]","[0, 0, 0]","[14, 19, 0]","[0, 0, 0]","[4, 2, 0]","[0, 0, 0]",To be calculated,To be calculated
547,PD Salt,"[121, 87, 3]","[0, 0, 0]","[40, 39, 1]","[8, 9, 0]","[0, 0, 0]","[0, 0, 0]","[3, 6, 1]","[0, 0, 0]",To be calculated,To be calculated
548,PDRL Perera,"[5, 5, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
549,PG Fulton,"[495, 700, 11]","[53, 78, 4]","[140, 193, 4]","[0, 0, 0]","[94, 147, 2]","[0, 0, 0]","[73, 120, 4]","[41, 35, 1]",To be calculated,To be calculated
550,PG Raut,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
551,PHKD Mendis,"[31, 38, 0]","[0, 0, 0]","[18, 32, 2]","[0, 0, 0]","[5, 12, 1]","[11, 22, 1]","[41, 71, 1]","[7, 11, 0]",To be calculated,To be calculated
552,PJ Forrest,"[135, 242, 8]","[18, 31, 1]","[8, 14, 0]","[0, 0, 0]","[36, 79, 1]","[0, 0, 0]","[20, 28, 1]","[0, 0, 0]",To be calculated,To be calculated
553,PJ Hughes,"[389, 484, 7]","[42, 60, 2]","[2, 9, 1]","[0, 0, 0]","[74, 142, 1]","[19, 28, 1]","[56, 82, 1]","[0, 0, 0]",To be calculated,To be calculated
554,PJ Moor,"[146, 225, 7]","[37, 32, 2]","[57, 123, 3]","[0, 0, 0]","[54, 70, 3]","[59, 89, 2]","[100, 155, 2]","[36, 21, 2]",To be calculated,To be calculated
555,PJC Hoffmann,"[9, 10, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[5, 3, 0]","[2, 5, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
556,PL Mommsen,"[91, 130, 3]","[33, 51, 2]","[10, 16, 2]","[0, 0, 0]","[93, 104, 1]","[36, 40, 3]","[76, 117, 1]","[0, 0, 0]",To be calculated,To be calculated
557,PP Shaw,"[144, 131, 3]","[0, 4, 1]","[0, 0, 0]","[0, 0, 0]","[6, 12, 1]","[0, 0, 0]","[16, 13, 1]","[0, 0, 0]",To be calculated,To be calculated
558,PR Stirling,"[1243, 1513, 37]","[199, 233, 2]","[234, 228, 8]","[31, 53, 1]","[463, 518, 6]","[312, 415, 9]","[246, 318, 10]","[0, 0, 0]",To be calculated,To be calculated
559,PS Masvaure,"[6, 16, 1]","[0, 0, 0]","[1, 7, 1]","[0, 0, 0]","[11, 11, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
560,PS Punia,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
561,PSP Handscomb,"[207, 210, 7]","[18, 19, 0]","[46, 54, 3]","[0, 0, 0]","[85, 65, 0]","[54, 62, 2]","[6, 5, 1]","[80, 81, 2]",To be calculated,To be calculated
562,PWH de Silva,"[121, 129, 3]","[9, 13, 2]","[76, 78, 2]","[0, 0, 0]","[12, 16, 1]","[52, 45, 2]","[44, 47, 3]","[9, 7, 0]",To be calculated,To be calculated
563,Q de Kock,"[1967, 2067, 40]","[211, 191, 0]","[672, 792, 19]","[0, 0, 0]","[713, 799, 15]","[350, 325, 4]","[217, 222, 3]","[44, 28, 1]",To be calculated,To be calculated
564,R Clarke,"[14, 18, 2]","[7, 11, 1]","[1, 22, 0]","[0, 0, 0]","[18, 30, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
565,R Dhar,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
566,R Dravid,"[1151, 1638, 35]","[336, 419, 5]","[135, 199, 3]","[0, 0, 0]","[282, 393, 7]","[21, 26, 1]","[215, 300, 5]","[28, 38, 2]",To be calculated,To be calculated
567,R Kaia,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
568,R Malhotra,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
569,R Mutumbami,"[155, 229, 8]","[41, 43, 4]","[66, 71, 1]","[0, 0, 0]","[41, 72, 1]","[30, 46, 2]","[47, 61, 3]","[0, 0, 0]",To be calculated,To be calculated
570,R Powell,"[348, 332, 13]","[28, 33, 1]","[115, 102, 3]","[0, 0, 0]","[53, 87, 1]","[38, 67, 3]","[66, 115, 3]","[17, 46, 3]",To be calculated,To be calculated
571,R Sharma,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 2, 1]","[0, 0, 0]",To be calculated,To be calculated
572,Rabiya Shah,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
573,Raees Ahmadzai,"[10, 13, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
574,Rahmat Shah,"[948, 1441, 27]","[81, 141, 3]","[119, 199, 0]","[18, 24, 0]","[458, 615, 9]","[165, 245, 4]","[292, 382, 9]","[12, 20, 0]",To be calculated,To be calculated
575,RAJ Smith,"[10, 4, 1]","[0, 0, 0]","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
576,Rajin Saleh,"[99, 237, 7]","[41, 58, 2]","[24, 77, 2]","[0, 0, 0]","[32, 47, 2]","[7, 22, 0]","[50, 66, 1]","[0, 0, 0]",To be calculated,To be calculated
577,Rameez Shahzad,"[180, 225, 4]","[9, 12, 0]","[4, 5, 0]","[29, 20, 0]","[119, 136, 2]","[16, 32, 0]","[136, 155, 3]","[0, 0, 0]",To be calculated,To be calculated
578,Raza Hasan,"[0, 3, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
579,RD Berrington,"[305, 437, 11]","[57, 119, 4]","[73, 112, 2]","[0, 0, 0]","[244, 317, 8]","[269, 323, 8]","[120, 177, 3]","[0, 0, 0]",To be calculated,To be calculated
580,RD Jacobs,"[27, 42, 2]","[6, 6, 0]","[0, 0, 0]","[0, 0, 0]","[2, 4, 0]","[0, 0, 0]","[2, 3, 1]","[0, 0, 0]",To be calculated,To be calculated
581,RG Sharma,"[3200, 3874, 86]","[485, 476, 7]","[969, 1222, 23]","[0, 0, 0]","[1073, 1105, 18]","[423, 394, 6]","[439, 458, 2]","[77, 85, 0]",To be calculated,To be calculated
582,RH Priest,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
583,Riaz Hassan,"[6, 6, 0]","[6, 20, 0]","[12, 27, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4, 14, 1]","[0, 0, 0]",To be calculated,To be calculated
584,Rizwan Ahmed,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
585,RJ Nicol,"[170, 216, 3]","[75, 110, 4]","[10, 36, 2]","[0, 0, 0]","[14, 24, 1]","[0, 0, 0]","[77, 105, 1]","[0, 0, 0]",To be calculated,To be calculated
586,RJ Rolls,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
587,RK Kleinveldt,"[34, 41, 4]","[12, 14, 0]","[9, 8, 1]","[0, 0, 0]","[18, 27, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
588,RK Paudel,"[145, 200, 5]","[15, 18, 0]","[15, 28, 0]","[0, 0, 0]","[83, 106, 2]","[164, 172, 1]","[44, 78, 2]","[0, 0, 0]",To be calculated,To be calculated
589,RL Haynes,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
590,RL Powell,"[179, 215, 8]","[32, 29, 2]","[0, 0, 0]","[4, 6, 0]","[1, 8, 1]","[3, 2, 0]","[19, 30, 1]","[0, 0, 0]",To be calculated,To be calculated
591,RN Bhatia,"[20, 17, 0]","[0, 0, 0]","[4, 5, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
592,RO Hinds,"[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
593,RO Hurley,"[4, 9, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
594,Rohan Mustafa,"[249, 387, 10]","[36, 61, 1]","[28, 40, 3]","[0, 4, 2]","[106, 227, 7]","[39, 87, 2]","[63, 81, 1]","[0, 0, 0]",To be calculated,To be calculated
595,RP Arnold,"[329, 348, 9]","[83, 92, 1]","[14, 25, 0]","[0, 0, 0]","[74, 134, 3]","[0, 0, 0]","[45, 51, 0]","[41, 62, 0]",To be calculated,To be calculated
596,RP Burl,"[131, 173, 3]","[4, 6, 1]","[56, 43, 0]","[0, 0, 0]","[43, 65, 1]","[52, 109, 4]","[21, 33, 1]","[29, 40, 2]",To be calculated,To be calculated
597,RR Hendricks,"[163, 278, 8]","[15, 19, 3]","[70, 98, 4]","[6, 10, 1]","[59, 60, 3]","[26, 36, 0]","[57, 62, 1]","[0, 0, 0]",To be calculated,To be calculated
598,RR Pant,"[180, 211, 4]","[34, 41, 2]","[62, 61, 0]","[0, 0, 0]","[51, 72, 3]","[101, 71, 1]","[59, 52, 2]","[33, 25, 1]",To be calculated,To be calculated
599,RR Ramdass,"[1, 9, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
600,RR Rossouw,"[404, 418, 7]","[86, 84, 0]","[98, 110, 9]","[0, 0, 0]","[106, 124, 6]","[77, 91, 2]","[76, 91, 1]","[0, 0, 0]",To be calculated,To be calculated
601,RR Sarwan,"[1199, 1686, 32]","[251, 342, 3]","[112, 194, 8]","[16, 16, 0]","[523, 739, 5]","[47, 84, 2]","[193, 232, 5]","[3, 10, 2]",To be calculated,To be calculated
602,RR Watson,"[101, 165, 4]","[21, 32, 1]","[8, 12, 0]","[0, 0, 0]","[6, 7, 0]","[17, 13, 0]","[4, 8, 0]","[0, 0, 0]",To be calculated,To be calculated
603,RS Bopara,"[1027, 1349, 28]","[88, 112, 5]","[160, 201, 4]","[0, 0, 0]","[370, 479, 18]","[46, 53, 0]","[195, 257, 6]","[1, 7, 0]",To be calculated,To be calculated
604,RS Kaluwitharana,"[17, 24, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
605,RS Vandort,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
606,RT Crandon,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 5, 1]","[5, 4, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
607,RT Ponting,"[2216, 2612, 70]","[317, 418, 9]","[339, 430, 7]","[18, 15, 0]","[562, 733, 12]","[165, 186, 4]","[478, 654, 7]","[6, 4, 0]",To be calculated,To be calculated
608,RV Uthappa,"[429, 474, 15]","[40, 68, 4]","[73, 137, 6]","[0, 0, 0]","[23, 38, 2]","[4, 5, 0]","[40, 34, 2]","[30, 25, 0]",To be calculated,To be calculated
609,RW Chakabva,"[216, 398, 11]","[78, 100, 1]","[80, 102, 5]","[0, 0, 0]","[149, 239, 7]","[78, 109, 5]","[125, 194, 5]","[21, 26, 0]",To be calculated,To be calculated
610,RWT Key,"[15, 27, 1]","[0, 7, 1]","[7, 22, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
611,S Badrinath,"[13, 17, 0]","[19, 38, 1]","[6, 17, 0]","[0, 0, 0]","[23, 57, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
612,S Chanderpaul,"[1224, 1855, 25]","[263, 401, 7]","[159, 221, 3]","[11, 10, 0]","[295, 477, 8]","[60, 70, 3]","[239, 325, 1]","[17, 16, 1]",To be calculated,To be calculated
613,S Chattergoon,"[89, 161, 2]","[25, 28, 0]","[35, 58, 2]","[0, 0, 0]","[1, 4, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
614,S Dhamala,"[0, 0, 0]","[2, 12, 0]","[2, 13, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
615,S Dhawan,"[2530, 2835, 54]","[209, 279, 4]","[710, 755, 20]","[0, 0, 0]","[601, 657, 12]","[314, 319, 5]","[332, 380, 11]","[90, 75, 0]",To be calculated,To be calculated
616,S Jafta,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
617,S Jora,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[9, 10, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
618,S Mandhana,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
619,S Matsikenyeri,"[531, 848, 30]","[26, 49, 6]","[63, 94, 0]","[0, 0, 0]","[95, 120, 8]","[12, 15, 1]","[124, 180, 6]","[0, 0, 0]",To be calculated,To be calculated
620,S Meghana,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
621,S Nitschke,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
622,S Ravikumar,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
623,S Samarawickrama,"[48, 58, 0]","[0, 0, 0]","[6, 18, 2]","[0, 0, 0]","[11, 11, 1]","[25, 29, 2]","[0, 0, 0]","[13, 20, 0]",To be calculated,To be calculated
624,S Verma,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
625,S Vesawkar,"[5, 19, 0]","[10, 28, 0]","[9, 16, 0]","[0, 0, 0]","[0, 5, 0]","[12, 35, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
626,SA Campbelle,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
627,SA Yadav,"[85, 85, 1]","[30, 44, 1]","[4, 7, 1]","[0, 0, 0]","[22, 23, 1]","[7, 4, 1]","[124, 110, 3]","[11, 12, 1]",To be calculated,To be calculated
628,Sabahat Rasheed,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
629,Sabbir Rahman,"[511, 531, 22]","[105, 110, 5]","[73, 75, 2]","[0, 0, 0]","[60, 75, 2]","[126, 170, 7]","[48, 66, 0]","[18, 23, 0]",To be calculated,To be calculated
630,Salman Butt,"[772, 1099, 23]","[44, 42, 0]","[362, 509, 10]","[0, 0, 0]","[170, 251, 5]","[4, 13, 2]","[152, 167, 3]","[0, 0, 0]",To be calculated,To be calculated
631,Salman Faris,"[1, 5, 0]","[0, 0, 0]","[8, 12, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
632,Samiullah Shenwari,"[282, 449, 10]","[59, 108, 4]","[104, 132, 2]","[0, 0, 0]","[138, 293, 7]","[26, 68, 1]","[229, 333, 9]","[0, 0, 0]",To be calculated,To be calculated
633,Sandeep Goud,"[113, 117, 0]","[31, 56, 3]","[21, 19, 0]","[7, 13, 0]","[36, 36, 2]","[24, 67, 1]","[59, 115, 3]","[0, 0, 0]",To be calculated,To be calculated
634,Sanjida Islam,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
635,Saqib Ali,"[21, 29, 0]","[0, 0, 0]","[6, 18, 0]","[0, 0, 0]","[4, 15, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
636,Saqlain Haider,"[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[10, 6, 1]","[5, 5, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
637,Sarfraz Ahmed,"[719, 864, 17]","[111, 128, 3]","[135, 162, 7]","[0, 0, 0]","[271, 314, 5]","[204, 214, 11]","[173, 204, 4]","[35, 64, 1]",To be calculated,To be calculated
638,Saud Shakeel,"[38, 50, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 1]","[9, 15, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
639,SB Bangar,"[1, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
640,SB Styris,"[818, 1042, 27]","[110, 127, 5]","[269, 313, 4]","[0, 0, 0]","[361, 492, 8]","[16, 10, 0]","[260, 315, 7]","[24, 15, 0]",To be calculated,To be calculated
641,SC Ganguly,"[733, 1067, 19]","[118, 180, 4]","[62, 106, 3]","[0, 0, 0]","[96, 166, 1]","[22, 27, 0]","[115, 157, 3]","[20, 29, 1]",To be calculated,To be calculated
642,SC Getkate,"[14, 10, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3, 7, 0]","[0, 0, 0]","[6, 6, 1]","[0, 0, 0]",To be calculated,To be calculated
643,SC Kuggeleijn,"[11, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
644,SC Williams,"[800, 1047, 18]","[144, 169, 6]","[205, 291, 10]","[4, 14, 1]","[740, 867, 26]","[190, 227, 7]","[397, 437, 10]","[63, 60, 0]",To be calculated,To be calculated
645,SD Bahadur,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
646,SD Heazlett,"[1, 4, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
647,SD Hope,"[1370, 1884, 38]","[146, 197, 4]","[440, 439, 9]","[0, 0, 0]","[328, 530, 5]","[336, 473, 7]","[246, 423, 5]","[248, 278, 2]",To be calculated,To be calculated
648,SE Marsh,"[1181, 1549, 25]","[31, 85, 3]","[133, 179, 8]","[0, 0, 0]","[290, 363, 7]","[147, 139, 2]","[119, 111, 0]","[59, 64, 2]",To be calculated,To be calculated
649,SF Mire,"[277, 331, 9]","[61, 75, 3]","[14, 30, 2]","[24, 27, 2]","[172, 188, 7]","[13, 35, 2]","[112, 199, 11]","[0, 0, 0]",To be calculated,To be calculated
650,SFM Devine,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
651,SH Lewis,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
652,Shafali Verma,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
653,Shafiqullah,"[132, 93, 4]","[20, 26, 2]","[0, 0, 0]","[0, 0, 0]","[49, 58, 3]","[0, 0, 0]","[53, 54, 2]","[0, 0, 0]",To be calculated,To be calculated
654,Shahriar Nafees,"[503, 725, 15]","[202, 268, 2]","[69, 147, 13]","[0, 0, 0]","[41, 99, 5]","[14, 28, 0]","[25, 31, 0]","[7, 8, 0]",To be calculated,To be calculated
655,Shahzaib Hasan,"[63, 62, 2]","[0, 0, 0]","[18, 23, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
656,Shaiman Anwar,"[244, 345, 10]","[41, 53, 1]","[19, 35, 0]","[0, 0, 0]","[128, 140, 1]","[104, 103, 4]","[129, 158, 6]","[0, 0, 0]",To be calculated,To be calculated
657,Shakib Al Hasan,"[1619, 1880, 45]","[461, 455, 11]","[305, 388, 9]","[0, 0, 0]","[615, 899, 23]","[303, 394, 11]","[479, 582, 9]","[21, 25, 0]",To be calculated,To be calculated
658,Shamima Sultana,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
659,Shan Masood,"[48, 60, 4]","[0, 0, 0]","[15, 20, 0]","[0, 0, 0]","[39, 52, 0]","[9, 16, 1]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
660,Sharjeel Khan,"[383, 319, 10]","[0, 0, 0]","[37, 54, 1]","[0, 0, 0]","[116, 78, 1]","[43, 40, 2]","[7, 14, 3]","[0, 0, 0]",To be calculated,To be calculated
661,Sharmin Akhter,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
662,Shoaib Khan,"[71, 98, 2]","[17, 35, 2]","[16, 14, 1]","[17, 17, 0]","[62, 65, 1]","[16, 23, 2]","[78, 78, 1]","[0, 0, 0]",To be calculated,To be calculated
663,Shoaib Malik,"[1648, 2260, 61]","[279, 322, 5]","[473, 594, 19]","[0, 0, 0]","[655, 751, 19]","[300, 325, 4]","[604, 653, 12]","[55, 69, 0]",To be calculated,To be calculated
664,SHT Kandamby,"[188, 269, 9]","[19, 33, 1]","[125, 151, 3]","[0, 0, 0]","[195, 264, 6]","[0, 0, 0]","[66, 92, 0]","[0, 0, 0]",To be calculated,To be calculated
665,Shubman Gill,"[103, 99, 2]","[102, 107, 1]","[40, 43, 1]","[0, 0, 0]","[44, 46, 0]","[37, 32, 0]","[53, 59, 0]","[0, 0, 0]",To be calculated,To be calculated
666,Shuvagata Hom,"[9, 7, 0]","[3, 12, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[14, 27, 1]","[0, 0, 0]",To be calculated,To be calculated
667,Sidra Ameen,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
668,Sidra Nawaz,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
669,Sikandar Raza,"[930, 944, 29]","[202, 193, 3]","[309, 412, 10]","[14, 12, 0]","[427, 521, 13]","[231, 322, 13]","[284, 439, 6]","[26, 48, 4]",To be calculated,To be calculated
670,Simi Singh,"[187, 190, 9]","[3, 5, 1]","[9, 15, 3]","[9, 27, 0]","[60, 100, 1]","[79, 146, 8]","[37, 31, 0]","[15, 32, 0]",To be calculated,To be calculated
